"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",29,"Personal Travel","Eco",299,"4","5","4","2","1","4","5","1","3","3","4","3","4","1",2,4,"satisfied"
"Female","Loyal Customer",42,"Business travel","Eco",631,"5","5","5","5","5","4","2","5","5","5","5","1","5","2",0,0,"satisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",862,"3","4","3","2","5","4","4","4","4","3","5","4","4","5",30,38,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Business",967,"4","4","4","1","3","5","5","4","4","4","4","5","4","3",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Personal Travel","Business",759,"3","5","3","1","5","3","5","5","4","5","4","3","4","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",37,"Business travel","Eco",495,"2","0","2","1","5","2","5","5","4","5","1","2","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Personal Travel","Eco",413,"3","1","3","2","2","3","2","2","2","3","1","1","1","2",42,55,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",2125,"3","4","4","4","5","4","3","3","3","3","3","2","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business travel","Business",612,"5","5","5","5","5","5","5","5","5","2","5","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",40,"Personal Travel","Eco Plus",733,"4","2","5","2","2","5","1","2","4","5","1","3","1","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Personal Travel","Eco",571,"5","5","5","4","5","5","5","5","5","5","5","3","5","3",9,0,"satisfied"
"Male","disloyal Customer",36,"Business travel","Eco",567,"2","0","1","3","3","1","3","3","1","4","4","1","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Business",602,"5","0","5","2","2","5","1","2","3","3","4","4","4","2",0,0,"satisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco",691,"3","5","2","1","3","2","3","3","4","4","5","5","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",65,"Business travel","Eco Plus",1086,"5","1","1","1","5","5","5","4","4","2","1","5","2","5",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Eco",271,"4","0","4","3","2","4","2","2","1","4","3","2","2","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Personal Travel","Eco",406,"2","1","2","4","5","2","1","5","2","5","3","4","3","5",21,19,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Business",295,"0","0","0","3","3","5","4","1","1","1","1","4","1","4",29,28,"satisfied"
"Female","disloyal Customer",27,"Business travel","Eco",373,"2","4","2","4","4","2","4","4","4","3","4","3","4","4",96,83,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",1481,"5","5","5","5","5","5","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",432,"2","1","2","4","5","2","5","5","3","2","3","3","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",399,"1","2","1","3","1","1","1","1","4","3","4","1","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",2248,"1","4","1","3","1","2","2","5","4","3","4","2","4","2",16,40,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Personal Travel","Eco",581,"2","5","2","1","5","4","5","2","2","2","4","3","2","4",92,102,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",3979,"3","3","3","3","4","4","4","5","5","5","5","4","5","5",42,56,"satisfied"
"Male","Loyal Customer",67,"Personal Travel","Eco",1009,"3","3","3","4","3","3","3","3","2","5","3","1","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Personal Travel","Eco",829,"2","3","2","3","5","2","5","5","3","3","2","4","2","5",16,1,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",308,"3","5","5","3","4","5","3","4","1","4","5","2","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",258,"4","4","4","4","3","5","5","4","4","5","4","4","4","5",83,98,"satisfied"
"Female","disloyal Customer",20,"Business travel","Eco",462,"1","4","1","3","3","1","3","3","2","5","3","4","3","3",5,5,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Business travel","Business",634,"4","4","4","4","5","5","5","5","1","2","1","1","3","5",0,0,"satisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco",271,"1","2","1","2","4","1","5","4","4","4","3","1","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",2610,"0","0","0","3","5","5","4","2","2","2","2","3","2","4",0,1,"satisfied"
"Male","Loyal Customer",24,"Business travel","Business",592,"5","5","5","5","5","5","5","5","3","4","4","4","5","5",0,0,"satisfied"
"Male","Loyal Customer",30,"Business travel","Business",1345,"4","4","3","4","4","4","4","4","4","3","4","3","5","4",0,2,"satisfied"
"Female","Loyal Customer",54,"Personal Travel","Eco",366,"1","3","1","4","1","4","1","4","4","1","4","2","4","2",11,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Personal Travel","Eco",204,"2","3","2","3","5","4","3","2","2","2","2","4","2","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Business",1488,"2","2","2","5","2","2","2","2","4","3","5","3","4","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",50,"Business travel","Business",1671,"4","3","3","4","4","4","4","4","4","2","5","5","5","4",3,28,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",1460,"1","5","1","1","3","5","5","2","2","1","2","4","2","3",21,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",895,"1","1","1","1","4","5","4","4","4","4","4","3","4","3",0,0,"satisfied"
"Female","disloyal Customer",37,"Business travel","Eco",480,"2","4","2","4","3","2","3","3","1","4","4","1","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business travel","Business",273,"4","4","4","4","3","4","5","5","5","5","5","5","5","4",1,4,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",201,"4","4","4","4","2","4","4","5","5","5","5","4","5","3",0,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",3492,"2","3","2","2","4","4","5","4","4","5","4","3","4","3",68,76,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",295,"1","2","1","2","2","1","4","2","4","4","2","4","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Business travel","Business",2295,"5","5","5","5","4","4","4","4","4","5","4","4","4","4",1,0,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",188,"3","5","5","5","2","3","2","2","1","4","3","2","2","2",135,133,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Business travel","Eco",341,"3","4","4","4","5","4","5","5","4","1","4","1","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Personal Travel","Eco",342,"3","5","3","3","3","3","3","3","2","2","3","4","4","3",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Business travel","Business",2020,"3","3","3","3","5","5","5","5","3","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",3474,"5","5","5","5","4","5","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",425,"3","0","3","1","3","3","3","3","5","5","4","4","4","3",21,16,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Eco Plus",438,"5","1","1","1","5","1","1","5","5","5","5","1","5","1",0,0,"satisfied"
"Female","disloyal Customer",21,"Business travel","Eco",1476,"4","4","4","2","4","4","3","4","5","2","4","2","2","4",6,4,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Business",414,"0","5","0","1","5","0","5","5","5","3","5","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Business",2080,"2","2","2","2","4","4","4","3","5","4","5","4","5","4",276,298,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",816,"5","5","5","5","5","5","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",25,"Business travel","Business",3367,"5","5","5","5","4","4","4","4","4","3","5","3","5","4",11,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",3074,"3","3","3","3","4","5","4","4","4","4","4","4","4","3",1,0,"satisfied"
"Female","Loyal Customer",62,"Personal Travel","Eco",214,"2","3","2","4","1","3","3","5","5","2","5","3","5","2",0,16,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",3783,"2","3","2","2","2","4","5","4","4","5","4","5","4","3",88,84,"satisfied"
"Female","Loyal Customer",46,"Business travel","Business",157,"3","3","3","3","2","3","5","4","4","4","4","4","4","1",0,3,"satisfied"
"Male","disloyal Customer",45,"Business travel","Business",370,"5","5","5","2","4","5","3","4","5","4","4","5","5","4",94,88,"satisfied"
"Female","Loyal Customer",46,"Business travel","Eco",1013,"4","2","2","2","5","3","3","4","4","4","4","1","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco",329,"3","5","3","3","2","3","2","2","4","5","3","5","1","2",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",3185,"0","0","0","2","3","4","4","5","5","5","5","4","5","5",10,5,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",3509,"4","4","4","4","3","5","4","5","5","5","5","4","5","3",13,17,"satisfied"
"Male","disloyal Customer",25,"Business travel","Business",1990,"5","0","5","4","4","5","5","4","3","4","5","3","5","4",13,20,"satisfied"
"Female","disloyal Customer",28,"Business travel","Eco",669,"2","2","2","4","5","2","5","5","3","4","4","3","3","5",13,4,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",2573,"2","2","2","2","5","5","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",70,"Personal Travel","Eco",417,"5","5","5","3","5","4","2","5","5","5","5","5","5","4",14,11,"satisfied"
"Male","Loyal Customer",49,"Personal Travel","Eco",725,"3","1","3","2","1","3","1","1","2","2","2","3","2","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Eco",689,"2","2","2","2","2","2","2","2","4","1","4","2","3","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",31,"Business travel","Eco Plus",990,"3","2","2","4","5","2","5","5","3","4","3","4","3","5",51,44,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Business",173,"1","5","5","5","4","3","3","3","3","3","1","2","3","3",12,8,"neutral or dissatisfied"
"Male","Loyal Customer",69,"Personal Travel","Eco Plus",862,"4","5","4","2","4","4","1","4","1","5","1","2","1","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business travel","Business",1192,"3","3","4","3","4","4","4","4","4","3","3","3","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Business",971,"3","3","3","3","3","5","5","4","4","4","4","5","4","3",115,93,"satisfied"
"Female","disloyal Customer",22,"Business travel","Business",954,"3","3","2","4","1","2","1","1","3","4","4","2","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Business travel","Business",2786,"5","5","5","5","5","5","5","5","5","3","4","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",425,"4","3","4","3","1","4","1","1","3","5","4","4","3","1",0,0,"satisfied"
"Female","Loyal Customer",13,"Personal Travel","Business",1145,"3","4","3","1","3","3","3","3","3","2","4","1","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Eco",852,"3","1","1","1","3","3","3","3","4","5","3","2","3","3",95,81,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Business",731,"3","3","3","3","5","5","5","5","5","4","5","3","5","5",1,0,"satisfied"
"Female","Loyal Customer",25,"Business travel","Business",515,"2","2","2","2","4","4","4","4","4","2","3","4","2","4",0,0,"satisfied"
"Female","Loyal Customer",22,"Business travel","Business",1932,"4","4","4","4","3","4","3","3","5","4","4","5","4","3",17,2,"satisfied"
"Male","Loyal Customer",25,"Business travel","Business",990,"4","4","4","4","5","5","5","5","1","1","4","2","2","5",0,0,"satisfied"
"Female","Loyal Customer",46,"Business travel","Business",331,"0","0","0","2","4","4","5","1","1","1","1","4","1","5",1,0,"satisfied"
"Female","Loyal Customer",26,"Business travel","Eco",605,"0","5","0","3","2","0","1","2","4","2","5","3","3","2",0,0,"satisfied"
"Female","Loyal Customer",12,"Personal Travel","Eco",616,"2","3","2","1","3","2","3","3","3","4","1","1","5","3",6,0,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Personal Travel","Business",109,"2","4","2","1","1","2","1","1","4","4","4","3","5","1",0,4,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Personal Travel","Eco",1607,"3","2","3","3","4","3","4","4","4","2","3","1","4","4",12,19,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Business",3399,"5","4","5","5","5","5","5","4","4","4","4","3","4","5",2,0,"satisfied"
"Male","Loyal Customer",46,"Business travel","Business",1786,"1","1","1","1","3","5","5","5","5","5","5","5","5","3",1,7,"satisfied"
"Male","Loyal Customer",13,"Business travel","Business",3350,"3","3","3","3","5","5","5","5","3","5","4","3","4","5",13,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Eco",1097,"5","5","5","5","5","5","5","5","5","5","1","2","2","5",11,22,"satisfied"
"Female","Loyal Customer",39,"Business travel","Eco Plus",316,"2","1","1","1","2","2","2","2","2","2","3","1","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Eco",579,"3","5","5","5","3","3","3","3","2","5","4","4","4","3",0,1,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Business travel","Eco Plus",599,"1","4","4","4","1","1","1","1","1","1","3","2","3","1",0,1,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Eco",475,"2","5","2","4","3","2","3","3","1","3","1","3","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",409,"3","3","3","3","3","4","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",52,"Personal Travel","Business",265,"3","2","0","3","2","3","3","1","1","0","1","3","1","4",33,28,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Business",2544,"0","0","0","5","2","4","4","5","5","5","5","3","5","3",68,72,"satisfied"
"Male","Loyal Customer",30,"Personal Travel","Eco",1846,"2","5","2","5","2","2","1","2","5","4","3","5","5","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",328,"2","2","2","2","2","5","5","4","4","4","4","2","4","1",6,2,"satisfied"
"Female","Loyal Customer",66,"Personal Travel","Eco Plus",2527,"4","3","4","4","4","3","3","1","4","2","3","3","3","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",1147,"5","5","5","3","5","5","5","5","5","2","5","4","4","5",11,4,"satisfied"
"Male","Loyal Customer",20,"Business travel","Business",3634,"5","5","5","5","2","2","2","2","3","4","4","4","5","2",0,0,"satisfied"
"Male","Loyal Customer",59,"Business travel","Eco",371,"4","2","2","2","4","4","4","4","5","3","5","3","3","4",0,9,"satisfied"
"Female","Loyal Customer",37,"Personal Travel","Eco",967,"0","5","0","4","2","0","2","2","5","4","4","5","4","2",7,0,"satisfied"
"Male","Loyal Customer",56,"Business travel","Business",3050,"1","1","1","1","3","4","5","4","4","3","4","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",52,"Business travel","Business",861,"5","5","5","5","3","4","4","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",56,"Business travel","Business",1521,"5","5","3","5","2","5","5","3","3","3","3","5","3","3",8,0,"satisfied"
"Female","Loyal Customer",26,"Personal Travel","Eco",297,"4","5","4","1","4","4","4","4","3","4","4","5","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",77,"Business travel","Eco",356,"4","4","4","4","4","3","5","3","3","4","3","4","3","1",8,9,"satisfied"
"Male","Loyal Customer",51,"Business travel","Business",1928,"4","4","4","4","3","4","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Business",3870,"2","3","2","2","4","5","4","5","5","5","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",2673,"3","3","3","3","1","3","5","5","5","5","5","2","5","4",0,0,"satisfied"
"Female","Loyal Customer",56,"Personal Travel","Eco",867,"3","5","3","2","3","3","5","4","4","3","4","5","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",3792,"1","1","1","1","3","4","5","4","4","4","4","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",2052,"2","2","2","2","4","4","5","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",61,"Personal Travel","Eco",406,"3","4","3","3","4","5","5","5","5","3","5","4","5","5",35,47,"neutral or dissatisfied"
"Male","Loyal Customer",15,"Personal Travel","Eco",545,"2","5","2","1","1","2","1","1","1","4","5","4","2","1",20,18,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",2457,"4","4","4","2","1","4","1","1","5","5","5","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Personal Travel","Eco",209,"4","2","4","4","5","4","2","5","4","4","3","3","3","5",0,3,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Business travel","Business",2586,"2","2","2","4","2","2","3","5","3","4","5","3","5","3",39,14,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco",2161,"4","5","3","3","4","5","4","3","3","3","5","4","3","4",0,0,"satisfied"
"Male","Loyal Customer",55,"Personal Travel","Eco",733,"3","3","3","3","1","3","1","1","4","3","4","3","2","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Eco",448,"4","4","4","4","4","4","4","4","2","2","1","1","5","4",0,0,"satisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",918,"2","4","2","5","1","2","1","1","4","3","5","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Personal Travel","Eco",362,"1","2","5","2","3","5","3","3","3","1","3","4","2","3",41,31,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Business travel","Eco Plus",427,"4","3","3","3","4","4","4","4","4","1","2","5","3","4",83,89,"satisfied"
"Male","disloyal Customer",40,"Business travel","Eco",101,"1","5","0","1","4","0","4","4","1","1","3","5","5","4",3,1,"neutral or dissatisfied"
"Male","Loyal Customer",19,"Business travel","Business",489,"3","3","3","3","3","3","3","3","3","1","2","3","3","3",36,31,"neutral or dissatisfied"
"Male","disloyal Customer",44,"Business travel","Business",373,"4","4","4","1","2","4","5","2","3","3","5","3","4","2",0,0,"satisfied"
"Male","disloyal Customer",27,"Business travel","Eco",299,"2","5","2","4","2","2","3","2","1","1","5","1","2","2",72,66,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Eco",373,"3","2","2","2","3","4","3","3","4","2","2","3","1","3",79,71,"satisfied"
"Male","Loyal Customer",46,"Business travel","Eco",372,"2","1","1","1","2","2","2","2","3","5","3","4","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Business",2161,"2","2","2","2","2","4","5","4","4","4","4","5","4","3",36,34,"satisfied"
"Male","Loyal Customer",63,"Personal Travel","Eco",300,"2","4","2","3","5","2","1","5","3","5","4","5","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",11,"Business travel","Eco",1069,"2","3","3","3","2","3","1","2","2","1","3","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Personal Travel","Business",636,"1","4","1","3","3","1","3","3","3","4","5","4","4","3",7,6,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Personal Travel","Eco",689,"2","5","2","3","1","2","1","1","4","3","4","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Personal Travel","Eco",2565,"1","1","1","3","3","1","1","3","2","3","3","3","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",50,"Business travel","Eco",594,"3","2","3","3","4","3","2","4","1","5","2","4","3","4",12,9,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Personal Travel","Eco",1389,"2","2","2","3","4","2","4","4","1","2","2","4","2","4",28,16,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Business",3456,"4","3","4","4","3","3","3","3","4","4","5","3","5","3",1,0,"satisfied"
"Female","disloyal Customer",21,"Business travel","Eco",669,"2","3","2","4","1","2","1","1","4","3","4","3","4","1",6,6,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",1747,"1","1","1","3","2","1","2","2","1","4","3","3","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Business",2961,"4","4","4","4","4","4","4","2","2","2","2","5","2","3",23,17,"satisfied"
"Male","Loyal Customer",21,"Personal Travel","Eco",314,"2","4","2","1","2","2","2","2","3","5","4","3","5","2",1,23,"neutral or dissatisfied"
"Male","disloyal Customer",30,"Business travel","Eco",1321,"4","4","4","3","5","4","5","5","2","5","1","1","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",833,"4","4","4","4","2","5","5","3","3","4","3","4","3","3",22,34,"satisfied"
"Female","Loyal Customer",59,"Business travel","Business",368,"5","5","5","5","5","4","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",24,"Business travel","Business",3536,"5","5","5","5","4","4","4","4","3","5","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",77,"Business travel","Eco Plus",585,"2","2","2","2","5","4","3","2","2","2","2","4","2","4",49,107,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Business",1199,"1","1","1","1","5","5","5","5","5","5","5","3","5","5",51,50,"satisfied"
"Male","disloyal Customer",22,"Business travel","Eco",507,"3","0","3","3","5","3","5","5","3","1","3","2","3","5",13,7,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",1062,"2","2","2","2","5","4","2","3","3","4","3","2","3","2",0,0,"satisfied"
"Female","Loyal Customer",16,"Personal Travel","Eco",646,"4","3","4","1","5","4","5","5","4","1","5","3","5","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Business travel","Eco",544,"2","0","2","4","5","2","5","5","3","2","5","3","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Eco",546,"2","3","3","3","3","2","3","2","2","2","2","4","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Business",868,"4","4","1","4","2","5","5","3","3","3","3","4","3","5",4,0,"satisfied"
"Female","Loyal Customer",29,"Business travel","Eco",2475,"3","2","2","2","3","3","3","3","1","4","2","4","4","3",0,10,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Business",323,"3","3","3","4","3","5","5","4","4","4","5","5","3","5",163,173,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Business travel","Business",1942,"4","4","3","4","5","5","5","5","1","2","5","5","4","5",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Eco",547,"2","2","3","4","1","3","1","1","1","3","4","4","4","1",5,14,"neutral or dissatisfied"
"Male","disloyal Customer",44,"Business travel","Business",366,"3","3","3","3","4","3","4","4","5","4","4","5","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco",1542,"4","5","4","1","2","4","2","2","4","5","3","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",69,"Business travel","Business",494,"1","4","4","4","1","3","3","1","1","1","1","4","1","3",64,70,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Business",749,"3","2","2","3","2","2","2","2","4","4","4","2","4","2",0,11,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Personal Travel","Eco",1797,"3","5","3","2","2","5","2","3","3","3","3","3","3","5",21,2,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Business travel","Business",296,"4","4","1","4","4","4","4","4","4","5","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",36,"Business travel","Business",373,"5","5","5","5","1","1","5","4","4","4","4","4","4","3",25,24,"satisfied"
"Female","Loyal Customer",44,"Personal Travel","Eco",332,"4","5","4","3","4","5","4","3","3","4","3","4","3","4",16,3,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Personal Travel","Eco",2554,"2","5","2","1","2","5","5","4","3","5","4","5","4","5",32,10,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Business travel","Business",3316,"1","4","3","4","1","1","1","1","4","5","4","4","4","1",5,5,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",1097,"2","2","2","4","5","2","5","5","3","5","4","3","4","5",22,51,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Personal Travel","Eco",532,"3","4","3","2","1","3","1","1","4","4","5","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Personal Travel","Eco",321,"3","3","3","2","4","3","4","4","3","5","2","3","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",223,"2","4","2","3","5","2","5","5","4","5","5","3","5","5",6,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Personal Travel","Eco",239,"4","4","4","1","2","4","2","2","5","3","4","5","5","2",14,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",1127,"2","5","2","3","3","2","3","3","4","4","4","3","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business travel","Eco",222,"4","2","2","2","4","4","4","4","4","1","4","3","2","4",0,0,"satisfied"
"Female","disloyal Customer",39,"Business travel","Eco",280,"2","4","2","2","2","2","2","2","1","3","3","1","5","2",9,0,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Business travel","Eco",874,"3","2","2","2","4","3","4","3","3","3","3","1","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",3248,"3","3","2","3","3","4","4","5","5","5","5","5","5","4",17,7,"satisfied"
"Female","disloyal Customer",36,"Business travel","Business",407,"2","2","2","1","5","2","4","5","3","3","4","5","4","5",8,25,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Business travel","Business",484,"3","3","3","3","3","3","3","3","4","1","4","1","4","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Business",432,"5","4","5","3","2","5","2","2","3","2","5","4","4","2",19,8,"satisfied"
"Male","Loyal Customer",10,"Business travel","Eco Plus",1195,"5","2","2","2","5","5","4","5","4","1","4","3","5","5",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Business",528,"1","4","2","1","5","2","5","5","4","4","5","4","4","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",36,"Business travel","Business",236,"2","2","2","2","4","2","4","4","5","3","5","3","5","4",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Business",925,"3","5","3","2","5","4","2","3","3","3","3","5","3","4",54,28,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business travel","Business",2307,"3","5","5","5","3","3","3","3","3","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Eco",347,"2","3","2","3","2","2","2","2","2","4","3","1","4","2",0,9,"neutral or dissatisfied"
